round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
33,8,54,2,11,0.8267,0.4211,0.9643,0.5517,0.9051
34,12,48,5,10,0.8,0.5455,0.9057,0.6154,0.9151
35,7,52,9,7,0.7867,0.5,0.8525,0.4667,0.9028
36,11,52,3,9,0.84,0.55,0.9455,0.6471,0.8845
37,14,49,7,5,0.84,0.7368,0.875,0.7,0.9389
38,6,55,7,7,0.8133,0.4615,0.8871,0.4615,0.7903
39,10,51,7,7,0.8133,0.5882,0.8793,0.5882,0.9016
40,11,45,10,9,0.7467,0.55,0.8182,0.5366,0.8355
41,11,49,9,6,0.8,0.6471,0.8448,0.5946,0.9128
42,12,49,11,3,0.8133,0.8,0.8167,0.6316,0.8389
43,14,45,9,7,0.7867,0.6667,0.8333,0.6364,0.8827
44,7,55,2,11,0.8267,0.3889,0.9649,0.5185,0.963
45,13,48,8,6,0.8133,0.6842,0.8571,0.65,0.8214
46,9,50,7,9,0.7867,0.5,0.8772,0.5294,0.8733
47,10,48,6,11,0.7733,0.4762,0.8889,0.5405,0.8263
48,8,56,3,8,0.8533,0.5,0.9492,0.5926,0.8919
49,8,50,9,8,0.7733,0.5,0.8475,0.4848,0.8136
50,9,51,7,8,0.8,0.5294,0.8793,0.5455,0.9067
51,8,51,3,13,0.7867,0.381,0.9444,0.5,0.8739
52,9,45,7,14,0.72,0.3913,0.8654,0.4615,0.8328
53,10,49,6,10,0.7867,0.5,0.8909,0.5556,0.8218
54,6,58,4,7,0.8533,0.4615,0.9355,0.5217,0.9268
55,12,45,7,11,0.76,0.5217,0.8654,0.5714,0.8913
56,9,47,8,11,0.7467,0.45,0.8545,0.4865,0.8191
57,6,52,6,11,0.7733,0.3529,0.8966,0.4138,0.7931
58,9,47,8,11,0.7467,0.45,0.8545,0.4865,0.8391
59,13,45,3,14,0.7733,0.4815,0.9375,0.6047,0.8904
60,12,48,6,9,0.8,0.5714,0.8889,0.6154,0.8377
61,16,42,8,9,0.7733,0.64,0.84,0.6531,0.8784
62,8,54,6,7,0.8267,0.5333,0.9,0.5517,0.9289
63,17,44,7,7,0.8133,0.7083,0.8627,0.7083,0.8938
64,11,49,1,14,0.8,0.44,0.98,0.5946,0.8896
65,8,60,3,4,0.9067,0.6667,0.9524,0.6957,0.9101
66,17,46,6,6,0.84,0.7391,0.8846,0.7391,0.939
67,11,49,6,9,0.8,0.55,0.8909,0.5946,0.9255
68,11,53,5,6,0.8533,0.6471,0.9138,0.6667,0.8469
69,12,44,5,14,0.7467,0.4615,0.898,0.5581,0.8564
70,5,56,3,11,0.8133,0.3125,0.9492,0.4167,0.9343
71,9,53,2,11,0.8267,0.45,0.9636,0.5806,0.8891
72,11,50,5,9,0.8133,0.55,0.9091,0.6111,0.8745
73,10,44,9,12,0.72,0.4545,0.8302,0.4878,0.7916
74,4,57,7,7,0.8133,0.3636,0.8906,0.3636,0.831
75,12,44,8,11,0.7467,0.5217,0.8462,0.5581,0.893
