round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
571,23,37,7,7,0.8108,0.7667,0.8409,0.7667,0.878
572,23,36,8,7,0.7973,0.7667,0.8182,0.7541,0.8773
573,15,40,9,10,0.7432,0.6,0.8163,0.6122,0.7649
574,17,37,8,12,0.7297,0.5862,0.8222,0.6296,0.7625
575,17,39,13,5,0.7568,0.7727,0.75,0.6538,0.8129
576,17,40,12,5,0.7703,0.7727,0.7692,0.6667,0.8566
577,14,38,13,9,0.7027,0.6087,0.7451,0.56,0.7536
578,17,32,13,12,0.6622,0.5862,0.7111,0.5763,0.7579
579,17,38,15,4,0.7432,0.8095,0.717,0.6415,0.8032
580,20,42,4,8,0.8378,0.7143,0.913,0.7692,0.8486
581,23,34,10,7,0.7703,0.7667,0.7727,0.7302,0.8583
582,19,37,11,7,0.7568,0.7308,0.7708,0.6786,0.8397
583,19,29,15,11,0.6486,0.6333,0.6591,0.5938,0.7258
584,17,43,9,5,0.8108,0.7727,0.8269,0.7083,0.8619
585,19,40,5,10,0.7973,0.6552,0.8889,0.717,0.8261
586,20,35,7,12,0.7432,0.625,0.8333,0.678,0.8504
587,19,37,10,8,0.7568,0.7037,0.7872,0.6786,0.8251
588,12,42,11,9,0.7297,0.5714,0.7925,0.5455,0.7754
589,16,42,9,7,0.7838,0.6957,0.8235,0.6667,0.8551
590,21,33,11,9,0.7297,0.7,0.75,0.6774,0.8341
591,19,41,7,7,0.8108,0.7308,0.8542,0.7308,0.859
592,15,50,7,2,0.8784,0.8824,0.8772,0.7692,0.9278
593,19,35,15,5,0.7297,0.7917,0.7,0.6552,0.8725
594,20,28,14,12,0.6486,0.625,0.6667,0.6061,0.7307
595,24,35,10,5,0.7973,0.8276,0.7778,0.7619,0.8651
596,9,48,9,8,0.7703,0.5294,0.8421,0.5143,0.7719
597,19,41,8,6,0.8108,0.76,0.8367,0.7308,0.8669
598,17,36,8,13,0.7162,0.5667,0.8182,0.6182,0.7697
599,22,34,13,5,0.7568,0.8148,0.7234,0.7097,0.9015
600,15,38,15,6,0.7162,0.7143,0.717,0.5882,0.7987
601,14,43,11,6,0.7703,0.7,0.7963,0.6222,0.863
602,16,37,9,12,0.7162,0.5714,0.8043,0.6038,0.7702
603,18,42,7,7,0.8108,0.72,0.8571,0.72,0.8514
604,20,39,13,2,0.7973,0.9091,0.75,0.7273,0.8995
605,21,39,9,5,0.8108,0.8077,0.8125,0.75,0.9079
606,15,36,18,5,0.6892,0.75,0.6667,0.566,0.7972
607,17,40,8,9,0.7703,0.6538,0.8333,0.6667,0.8205
608,12,48,6,8,0.8108,0.6,0.8889,0.6316,0.788
609,16,37,12,9,0.7162,0.64,0.7551,0.6038,0.8229
610,21,35,14,4,0.7568,0.84,0.7143,0.7,0.8408
611,23,35,10,6,0.7838,0.7931,0.7778,0.7419,0.8368
612,15,38,13,8,0.7162,0.6522,0.7451,0.5882,0.8508
613,24,36,8,6,0.8108,0.8,0.8182,0.7742,0.8629
614,16,38,16,4,0.7297,0.8,0.7037,0.6154,0.8593
615,16,40,9,9,0.7568,0.64,0.8163,0.64,0.84
616,17,39,13,5,0.7568,0.7727,0.75,0.6538,0.8199
617,20,37,9,8,0.7703,0.7143,0.8043,0.7018,0.8719
618,21,39,11,3,0.8108,0.875,0.78,0.75,0.8917
619,15,35,15,9,0.6757,0.625,0.7,0.5556,0.8117
620,24,35,10,5,0.7973,0.8276,0.7778,0.7619,0.9111
621,21,33,13,7,0.7297,0.75,0.7174,0.6774,0.7904
622,22,37,8,7,0.7973,0.7586,0.8222,0.7458,0.8996
623,17,40,12,5,0.7703,0.7727,0.7692,0.6667,0.8497
624,19,39,12,4,0.7838,0.8261,0.7647,0.7037,0.8909
625,16,41,10,7,0.7703,0.6957,0.8039,0.6531,0.8073
626,19,38,10,7,0.7703,0.7308,0.7917,0.6909,0.8333
627,15,40,8,11,0.7432,0.5769,0.8333,0.6122,0.7813
628,23,30,14,7,0.7162,0.7667,0.6818,0.6866,0.825
629,21,33,14,6,0.7297,0.7778,0.7021,0.6774,0.8834
630,13,44,7,10,0.7703,0.5652,0.8627,0.6047,0.8329
631,20,35,10,9,0.7432,0.6897,0.7778,0.678,0.754
632,16,33,11,14,0.6622,0.5333,0.75,0.5614,0.753
633,22,34,11,7,0.7568,0.7586,0.7556,0.7097,0.895
634,13,41,11,9,0.7297,0.5909,0.7885,0.5652,0.7911
635,14,40,11,9,0.7297,0.6087,0.7843,0.5833,0.7724
636,16,39,10,9,0.7432,0.64,0.7959,0.6275,0.7592
637,30,23,13,8,0.7162,0.7895,0.6389,0.7407,0.8538
638,16,35,10,13,0.6892,0.5517,0.7778,0.5818,0.8199
639,10,45,11,8,0.7432,0.5556,0.8036,0.5128,0.754
640,16,38,9,11,0.7297,0.5926,0.8085,0.6154,0.8582
641,22,33,13,6,0.7432,0.7857,0.7174,0.6984,0.8191
642,23,41,7,3,0.8649,0.8846,0.8542,0.8214,0.9415
643,22,36,8,8,0.7838,0.7333,0.8182,0.7333,0.8629
644,13,43,8,10,0.7568,0.5652,0.8431,0.5909,0.8142
645,9,48,10,7,0.7703,0.5625,0.8276,0.5143,0.8351
646,15,46,5,8,0.8243,0.6522,0.902,0.6977,0.8363
647,15,47,4,8,0.8378,0.6522,0.9216,0.7143,0.8167
648,13,39,12,10,0.7027,0.5652,0.7647,0.5417,0.7468
649,24,32,10,8,0.7568,0.75,0.7619,0.7273,0.8631
650,23,31,10,10,0.7297,0.697,0.7561,0.697,0.8204
651,15,37,13,9,0.7027,0.625,0.74,0.5769,0.7558
652,14,41,13,6,0.7432,0.7,0.7593,0.5957,0.8333
653,22,36,7,9,0.7838,0.7097,0.8372,0.7333,0.7967
654,18,34,9,13,0.7027,0.5806,0.7907,0.6207,0.814
655,20,35,9,10,0.7432,0.6667,0.7955,0.678,0.7727
656,14,44,9,7,0.7838,0.6667,0.8302,0.6364,0.8329
657,18,42,6,8,0.8108,0.6923,0.875,0.72,0.8886
658,19,41,10,4,0.8108,0.8261,0.8039,0.7308,0.9173
659,17,36,12,9,0.7162,0.6538,0.75,0.6182,0.7468
660,13,38,13,10,0.6892,0.5652,0.7451,0.5306,0.7681
661,13,38,14,9,0.6892,0.5909,0.7308,0.5306,0.7972
662,16,42,12,4,0.7838,0.8,0.7778,0.6667,0.837
663,18,33,14,9,0.6892,0.6667,0.7021,0.6102,0.8022
664,21,42,8,3,0.8514,0.875,0.84,0.7925,0.9367
665,18,38,11,7,0.7568,0.72,0.7755,0.6667,0.7845
666,16,41,9,8,0.7703,0.6667,0.82,0.6531,0.7683
667,15,40,15,4,0.7432,0.7895,0.7273,0.6122,0.8431
668,20,36,12,6,0.7568,0.7692,0.75,0.6897,0.8598
669,14,45,9,6,0.7973,0.7,0.8333,0.6512,0.8463
670,23,41,6,4,0.8649,0.8519,0.8723,0.8214,0.9259
671,14,42,11,7,0.7568,0.6667,0.7925,0.6087,0.7951
672,19,35,10,10,0.7297,0.6552,0.7778,0.6552,0.7847
673,20,37,12,5,0.7703,0.8,0.7551,0.7018,0.8433
674,19,41,8,6,0.8108,0.76,0.8367,0.7308,0.902
675,13,45,5,11,0.7838,0.5417,0.9,0.619,0.7558
676,13,38,9,14,0.6892,0.4815,0.8085,0.5306,0.7691
677,20,32,9,13,0.7027,0.6061,0.7805,0.6452,0.7931
678,17,41,7,9,0.7838,0.6538,0.8542,0.68,0.7829
679,15,44,6,9,0.7973,0.625,0.88,0.6667,0.8383
680,13,42,12,7,0.7432,0.65,0.7778,0.5778,0.8046
681,20,38,11,5,0.7838,0.8,0.7755,0.7143,0.8473
682,14,41,11,8,0.7432,0.6364,0.7885,0.5957,0.7797
683,22,35,5,12,0.7703,0.6471,0.875,0.7213,0.8125
684,21,37,8,8,0.7838,0.7241,0.8222,0.7241,0.8575
685,20,33,10,11,0.7162,0.6452,0.7674,0.6557,0.7884
686,16,38,12,8,0.7297,0.6667,0.76,0.6154,0.8458
687,16,43,8,7,0.7973,0.6957,0.8431,0.6809,0.8184
688,21,37,9,7,0.7838,0.75,0.8043,0.7241,0.8579
689,21,42,8,3,0.8514,0.875,0.84,0.7925,0.935
690,12,40,11,11,0.7027,0.5217,0.7843,0.5217,0.6803
691,14,42,7,11,0.7568,0.56,0.8571,0.6087,0.8286
692,18,34,16,6,0.7027,0.75,0.68,0.6207,0.8042
693,16,38,15,5,0.7297,0.7619,0.717,0.6154,0.8203
694,15,35,10,14,0.6757,0.5172,0.7778,0.5556,0.7387
695,12,45,12,5,0.7703,0.7059,0.7895,0.5854,0.7761
696,19,38,11,6,0.7703,0.76,0.7755,0.6909,0.9069
697,18,45,3,8,0.8514,0.6923,0.9375,0.766,0.8974
698,21,35,11,7,0.7568,0.75,0.7609,0.7,0.8478
699,15,41,13,5,0.7568,0.75,0.7593,0.625,0.7778
700,15,42,11,6,0.7703,0.7143,0.7925,0.6383,0.8607
701,24,34,4,12,0.7838,0.6667,0.8947,0.75,0.8363
