Dataset,Side,Model,round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
Dataset_1,Right,PointNet,286,12,44,2,17,0.7467,0.4138,0.9565,0.5581,0.8658
Dataset_1,Right,PointNet,287,12,56,1,6,0.9067,0.6667,0.9825,0.7742,0.9025
Dataset_1,Right,PointNet,288,7,59,3,6,0.88,0.5385,0.9516,0.6087,0.8176
Dataset_1,Right,PointNet,289,8,52,2,13,0.8,0.381,0.963,0.5161,0.7892
Dataset_1,Right,PointNet,290,8,56,2,9,0.8533,0.4706,0.9655,0.5926,0.6947
Dataset_1,Right,PointNet,291,6,57,1,11,0.84,0.3529,0.9828,0.5,0.8367
Dataset_1,Right,PointNet,292,17,46,2,10,0.84,0.6296,0.9583,0.7391,0.8627
Dataset_1,Right,PointNet,293,11,52,2,10,0.84,0.5238,0.963,0.6471,0.8245
Dataset_1,Right,PointNet,294,14,52,1,8,0.88,0.6364,0.9811,0.7568,0.8722
Dataset_1,Right,PointNet,295,10,50,1,14,0.8,0.4167,0.9804,0.5714,0.8227
Dataset_1,Right,PointNet,296,13,53,0,9,0.88,0.5909,1.0,0.7429,0.8825
Dataset_1,Right,PointNet,297,7,54,1,13,0.8133,0.35,0.9818,0.5,0.8327
Dataset_1,Right,PointNet,298,11,47,2,15,0.7733,0.4231,0.9592,0.5641,0.803
Dataset_1,Right,PointNet,299,13,56,2,4,0.92,0.7647,0.9655,0.8125,0.9229
Dataset_1,Right,PointNet,300,16,45,4,10,0.8133,0.6154,0.9184,0.6957,0.7755
Dataset_1,Right,PointNet,301,15,51,2,7,0.88,0.6818,0.9623,0.7692,0.8859
Dataset_1,Right,PointNet,302,7,55,2,11,0.8267,0.3889,0.9649,0.5185,0.7768
Dataset_1,Right,PointNet,303,14,51,1,9,0.8667,0.6087,0.9808,0.7368,0.8579
Dataset_1,Right,PointNet,304,8,55,3,9,0.84,0.4706,0.9483,0.5714,0.7059
Dataset_1,Right,PointNet,305,9,58,2,6,0.8933,0.6,0.9667,0.6923,0.7556
Dataset_1,Right,PointNet,306,13,51,1,10,0.8533,0.5652,0.9808,0.7027,0.811
Dataset_1,Right,PointNet,307,10,54,6,5,0.8533,0.6667,0.9,0.6452,0.8178
Dataset_1,Right,PointNet,308,4,61,2,8,0.8667,0.3333,0.9683,0.4444,0.8201
Dataset_1,Right,PointNet,309,11,51,2,11,0.8267,0.5,0.9623,0.6286,0.7581
Dataset_1,Right,PointNet,310,13,53,3,6,0.88,0.6842,0.9464,0.7429,0.8694
Dataset_1,Right,PointNet,311,12,55,1,7,0.8933,0.6316,0.9821,0.75,0.937
Dataset_1,Right,PointNet,312,10,56,2,7,0.88,0.5882,0.9655,0.6897,0.783
Dataset_1,Right,PointNet,313,15,48,2,10,0.84,0.6,0.96,0.7143,0.888
Dataset_1,Right,PointNet,314,12,55,2,6,0.8933,0.6667,0.9649,0.75,0.9561
Dataset_1,Right,PointNet,315,9,57,2,7,0.88,0.5625,0.9661,0.6667,0.8739
Dataset_1,Right,PointNet,316,7,52,1,15,0.7867,0.3182,0.9811,0.4667,0.8482
Dataset_1,Right,PointNet,317,11,47,0,17,0.7733,0.3929,1.0,0.5641,0.6884
Dataset_1,Right,PointNet,318,3,58,2,12,0.8133,0.2,0.9667,0.3,0.75
Dataset_1,Right,PointNet,319,12,53,1,9,0.8667,0.5714,0.9815,0.7059,0.9162
Dataset_1,Right,PointNet,320,10,55,3,7,0.8667,0.5882,0.9483,0.6667,0.7748
Dataset_1,Right,PointNet,321,14,53,1,7,0.8933,0.6667,0.9815,0.7778,0.8713
Dataset_1,Right,PointNet,322,10,52,1,12,0.8267,0.4545,0.9811,0.6061,0.8559
Dataset_1,Right,PointNet,323,13,52,0,10,0.8667,0.5652,1.0,0.7222,0.8988
Dataset_1,Right,PointNet,324,8,57,2,8,0.8667,0.5,0.9661,0.6154,0.7956
Dataset_1,Right,PointNet,325,10,60,1,4,0.9333,0.7143,0.9836,0.8,0.8817
Dataset_1,Right,PointNet,326,9,55,4,7,0.8533,0.5625,0.9322,0.6207,0.8538
Dataset_1,Right,PointNet,327,12,52,1,10,0.8533,0.5455,0.9811,0.6857,0.783
Dataset_1,Right,PointNet,328,17,50,1,7,0.8933,0.7083,0.9804,0.8095,0.8954
Dataset_1,Right,PointNet,329,13,45,2,15,0.7733,0.4643,0.9574,0.6047,0.7842
Dataset_1,Right,PointNet,330,7,60,2,6,0.8933,0.5385,0.9677,0.6364,0.9069
Dataset_1,Right,PointNet,331,13,51,1,10,0.8533,0.5652,0.9808,0.7027,0.9289
Dataset_1,Right,PointNet,332,8,57,0,10,0.8667,0.4444,1.0,0.6154,0.7612
Dataset_1,Right,PointNet,333,7,57,1,10,0.8533,0.4118,0.9828,0.56,0.8428
Dataset_1,Right,PointNet,334,19,48,2,6,0.8933,0.76,0.96,0.8261,0.948
Dataset_1,Right,PointNet,335,14,52,0,9,0.88,0.6087,1.0,0.7568,0.9022
Dataset_1,Right,PointNet,336,10,51,3,11,0.8133,0.4762,0.9444,0.5882,0.7822
Dataset_1,Right,PointNet,337,11,53,2,9,0.8533,0.55,0.9636,0.6667,0.7364
Dataset_1,Right,PointNet,338,12,49,3,11,0.8133,0.5217,0.9423,0.6316,0.8545
Dataset_1,Right,PointNet,339,10,54,2,9,0.8533,0.5263,0.9643,0.6452,0.8468
Dataset_1,Right,PointNet,340,13,53,1,8,0.88,0.619,0.9815,0.7429,0.7981
Dataset_1,Right,PointNet,341,12,51,1,11,0.84,0.5217,0.9808,0.6667,0.8152
Dataset_1,Right,PointNet,342,10,52,2,11,0.8267,0.4762,0.963,0.6061,0.7654
Dataset_1,Right,PointNet,343,11,55,3,6,0.88,0.6471,0.9483,0.7097,0.8955
Dataset_1,Right,PointNet,344,13,47,1,14,0.8,0.4815,0.9792,0.6341,0.8441
Dataset_1,Right,PointNet,345,7,58,0,10,0.8667,0.4118,1.0,0.5833,0.8864
Dataset_1,Right,PointNet,346,10,56,2,7,0.88,0.5882,0.9655,0.6897,0.9594
Dataset_1,Right,PointNet,347,10,53,2,10,0.84,0.5,0.9636,0.625,0.8864
Dataset_1,Right,PointNet,348,17,50,1,7,0.8933,0.7083,0.9804,0.8095,0.9363
Dataset_1,Right,PointNet,349,11,53,0,11,0.8533,0.5,1.0,0.6667,0.7899
Dataset_1,Right,PointNet,350,16,44,2,13,0.8,0.5517,0.9565,0.6809,0.8561
Dataset_1,Right,PointNet,351,7,59,2,7,0.88,0.5,0.9672,0.6087,0.7799
Dataset_1,Right,PointNet,352,8,54,5,8,0.8267,0.5,0.9153,0.5517,0.7765
Dataset_1,Right,PointNet,353,11,54,3,7,0.8667,0.6111,0.9474,0.6875,0.8616
Dataset_1,Right,PointNet,354,10,56,2,7,0.88,0.5882,0.9655,0.6897,0.9391
Dataset_1,Right,PointNet,355,11,59,1,4,0.9333,0.7333,0.9833,0.8148,0.9756
Dataset_1,Right,PointNet,356,12,53,4,6,0.8667,0.6667,0.9298,0.7059,0.8528
Dataset_1,Right,PointNet,357,15,52,2,6,0.8933,0.7143,0.963,0.7895,0.9462
Dataset_1,Right,PointNet,358,11,52,2,10,0.84,0.5238,0.963,0.6471,0.8889
Dataset_1,Right,PointNet,359,7,52,3,13,0.7867,0.35,0.9455,0.4667,0.8527
Dataset_1,Right,PointNet,360,13,53,1,8,0.88,0.619,0.9815,0.7429,0.9339
Dataset_1,Right,PointNet,361,16,42,3,14,0.7733,0.5333,0.9333,0.6531,0.7911
Dataset_1,Right,PointNet,362,11,52,1,11,0.84,0.5,0.9811,0.6471,0.807
Dataset_1,Right,PointNet,363,13,56,1,5,0.92,0.7222,0.9825,0.8125,0.8363
Dataset_1,Right,PointNet,364,12,49,1,13,0.8133,0.48,0.98,0.6316,0.8704
Dataset_1,Right,PointNet,365,14,49,2,10,0.84,0.5833,0.9608,0.7,0.7533
Dataset_1,Right,PointNet,366,14,48,3,10,0.8267,0.5833,0.9412,0.6829,0.8317
Dataset_1,Right,PointNet,367,9,55,3,8,0.8533,0.5294,0.9483,0.6207,0.857
Dataset_1,Right,PointNet,368,9,59,1,6,0.9067,0.6,0.9833,0.72,0.8578
Dataset_1,Right,PointNet,369,9,56,0,10,0.8667,0.4737,1.0,0.6429,0.8684
Dataset_1,Right,PointNet,370,13,52,3,7,0.8667,0.65,0.9455,0.7222,0.8955
Dataset_1,Right,PointNet,371,9,58,1,7,0.8933,0.5625,0.9831,0.6923,0.928
Dataset_1,Right,PointNet,372,10,52,3,10,0.8267,0.5,0.9455,0.6061,0.8245
Dataset_1,Right,PointNet,373,5,57,1,12,0.8267,0.2941,0.9828,0.4348,0.7819
Dataset_1,Right,PointNet,374,14,52,2,7,0.88,0.6667,0.963,0.7568,0.8078
Dataset_1,Right,PointNet,375,14,52,4,5,0.88,0.7368,0.9286,0.7568,0.9126
Dataset_1,Right,PointNet,376,10,58,2,5,0.9067,0.6667,0.9667,0.7407,0.8756
Dataset_1,Right,PointNet,377,13,56,1,5,0.92,0.7222,0.9825,0.8125,0.9327
Dataset_1,Right,PointNet,378,8,58,1,8,0.88,0.5,0.9831,0.64,0.8252
Dataset_1,Right,PointNet,379,12,48,5,10,0.8,0.5455,0.9057,0.6154,0.8079
Dataset_1,Right,PointNet,380,16,47,4,8,0.84,0.6667,0.9216,0.7273,0.884
Dataset_1,Right,PointNet,381,9,52,3,11,0.8133,0.45,0.9455,0.5625,0.8773
Dataset_1,Right,PointNet,382,18,46,5,6,0.8533,0.75,0.902,0.766,0.8472
Dataset_1,Right,PointNet,383,10,56,3,6,0.88,0.625,0.9492,0.6897,0.7775
Dataset_1,Right,PointNet,384,16,51,4,4,0.8933,0.8,0.9273,0.8,0.8655
Dataset_1,Right,PointNet,385,8,56,1,10,0.8533,0.4444,0.9825,0.5926,0.8947
Dataset_1,Right,PointNet,386,10,50,4,11,0.8,0.4762,0.9259,0.5714,0.8598
Dataset_1,Right,PointNet,387,11,52,2,10,0.84,0.5238,0.963,0.6471,0.8907
Dataset_1,Right,PointNet,388,9,52,4,10,0.8133,0.4737,0.9286,0.5625,0.8468
Dataset_1,Right,PointNet,389,7,56,2,10,0.84,0.4118,0.9655,0.5385,0.8185
Dataset_1,Right,PointNet,390,11,56,1,7,0.8933,0.6111,0.9825,0.7333,0.8304
Dataset_1,Right,PointNet,391,13,52,4,6,0.8667,0.6842,0.9286,0.7222,0.9079
Dataset_1,Right,PointNet,392,17,46,3,9,0.84,0.6538,0.9388,0.7391,0.9356
Dataset_1,Right,PointNet,393,8,58,1,8,0.88,0.5,0.9831,0.64,0.6875
Dataset_1,Right,PointNet,394,15,44,2,14,0.7867,0.5172,0.9565,0.6522,0.8756
Dataset_1,Right,PointNet,395,14,51,2,8,0.8667,0.6364,0.9623,0.7368,0.8113
Dataset_1,Right,PointNet,396,8,52,5,10,0.8,0.4444,0.9123,0.5161,0.8752
Dataset_1,Right,PointNet,397,12,54,1,8,0.88,0.6,0.9818,0.7273,0.83
Dataset_1,Right,PointNet,398,14,44,6,11,0.7733,0.56,0.88,0.6222,0.8032
Dataset_1,Right,PointNet,399,9,59,1,6,0.9067,0.6,0.9833,0.72,0.93
Dataset_1,Right,PointNet,400,13,50,2,10,0.84,0.5652,0.9615,0.6842,0.9373
Dataset_1,Right,PointNet,401,8,56,2,9,0.8533,0.4706,0.9655,0.5926,0.9249
Dataset_1,Right,PointNet,402,14,51,3,7,0.8667,0.6667,0.9444,0.7368,0.8968
Dataset_1,Right,PointNet,403,10,48,7,10,0.7733,0.5,0.8727,0.5405,0.7864
Dataset_1,Right,PointNet,404,8,53,1,13,0.8133,0.381,0.9815,0.5333,0.7707
Dataset_1,Right,PointNet,405,12,54,1,8,0.88,0.6,0.9818,0.7273,0.92
Dataset_1,Right,PointNet,406,8,52,4,11,0.8,0.4211,0.9286,0.5161,0.8778
Dataset_1,Right,PointNet,407,13,57,0,5,0.9333,0.7222,1.0,0.8387,0.8938
Dataset_1,Right,PointNet,408,8,57,2,8,0.8667,0.5,0.9661,0.6154,0.7246
Dataset_1,Right,PointNet,409,12,55,1,7,0.8933,0.6316,0.9821,0.75,0.8477
Dataset_1,Right,PointNet,410,9,55,2,9,0.8533,0.5,0.9649,0.6207,0.806
Dataset_1,Right,PointNet,411,13,48,2,12,0.8133,0.52,0.96,0.65,0.8888
Dataset_1,Right,PointNet,412,12,51,4,8,0.84,0.6,0.9273,0.6667,0.8782
Dataset_1,Right,PointNet,413,16,44,3,12,0.8,0.5714,0.9362,0.6809,0.75
Dataset_1,Right,PointNet,414,13,50,1,11,0.84,0.5417,0.9804,0.6842,0.8913
Dataset_1,Right,PointNet,415,6,56,1,12,0.8267,0.3333,0.9825,0.48,0.8392
Dataset_1,Right,PointNet,416,9,50,2,14,0.7867,0.3913,0.9615,0.5294,0.8177
Dataset_1,Right,PointNet,417,9,56,2,8,0.8667,0.5294,0.9655,0.6429,0.7789
Dataset_1,Right,PointNet,418,10,52,3,10,0.8267,0.5,0.9455,0.6061,0.6645
Dataset_1,Right,PointNet,419,8,55,2,10,0.84,0.4444,0.9649,0.5714,0.7807
Dataset_1,Right,PointNet,420,10,56,2,7,0.88,0.5882,0.9655,0.6897,0.8955
Dataset_1,Right,PointNet,421,19,47,4,5,0.88,0.7917,0.9216,0.8085,0.8325
Dataset_1,Right,PointNet,422,9,56,2,8,0.8667,0.5294,0.9655,0.6429,0.9199
Dataset_1,Right,PointNet,423,11,53,3,8,0.8533,0.5789,0.9464,0.6667,0.8412
Dataset_1,Right,PointNet,424,10,59,1,5,0.92,0.6667,0.9833,0.7692,0.86
Dataset_1,Right,PointNet,425,14,51,0,10,0.8667,0.5833,1.0,0.7368,0.8513
Dataset_1,Right,PointNet,426,9,61,2,3,0.9333,0.75,0.9683,0.7826,0.9788
Dataset_1,Right,PointNet,427,15,49,2,9,0.8533,0.625,0.9608,0.7317,0.8832
Dataset_1,Right,PointNet,428,11,57,1,6,0.9067,0.6471,0.9828,0.7586,0.9807
Dataset_1,Right,PointNet,429,9,50,4,12,0.7867,0.4286,0.9259,0.5294,0.7346
Dataset_1,Right,PointNet,430,11,48,4,12,0.7867,0.4783,0.9231,0.5789,0.7968
Dataset_1,Right,PointNet,431,6,51,4,14,0.76,0.3,0.9273,0.4,0.7673
Dataset_1,Right,PointNet,432,11,48,2,14,0.7867,0.44,0.96,0.5789,0.7312
Dataset_1,Right,PointNet,433,11,47,1,16,0.7733,0.4074,0.9792,0.5641,0.7384
Dataset_1,Right,PointNet,434,8,55,0,12,0.84,0.4,1.0,0.5714,0.6755
Dataset_1,Right,PointNet,435,11,56,2,6,0.8933,0.6471,0.9655,0.7333,0.8854
Dataset_1,Right,PointNet,436,10,56,4,5,0.88,0.6667,0.9333,0.6897,0.9522
Dataset_1,Right,PointNet,437,15,52,3,5,0.8933,0.75,0.9455,0.7895,0.8718
Dataset_1,Right,PointNet,438,15,51,0,9,0.88,0.625,1.0,0.7692,0.8987
Dataset_1,Right,PointNet,439,10,49,2,14,0.7867,0.4167,0.9608,0.5556,0.7982
Dataset_1,Right,PointNet,440,4,58,4,9,0.8267,0.3077,0.9355,0.381,0.8114
Dataset_1,Right,PointNet,441,9,51,2,13,0.8,0.4091,0.9623,0.5455,0.8233
Dataset_1,Right,PointNet,442,11,50,4,10,0.8133,0.5238,0.9259,0.6111,0.776
Dataset_1,Right,PointNet,443,10,54,3,8,0.8533,0.5556,0.9474,0.6452,0.8635
Dataset_1,Right,PointNet,444,11,54,4,6,0.8667,0.6471,0.931,0.6875,0.856
Dataset_1,Right,PointNet,445,13,49,2,11,0.8267,0.5417,0.9608,0.6667,0.884
Dataset_1,Right,PointNet,446,14,48,0,13,0.8267,0.5185,1.0,0.6829,0.9815
Dataset_1,Right,PointNet,447,12,51,3,9,0.84,0.5714,0.9444,0.6667,0.8554
Dataset_1,Right,PointNet,448,14,47,4,10,0.8133,0.5833,0.9216,0.6667,0.8619
Dataset_1,Right,PointNet,449,12,55,2,6,0.8933,0.6667,0.9649,0.75,0.9298
Dataset_1,Right,PointNet,450,20,46,2,7,0.88,0.7407,0.9583,0.8163,0.9159
Dataset_1,Right,PointNet,451,17,44,3,11,0.8133,0.6071,0.9362,0.7083,0.7325
Dataset_1,Right,PointNet,452,8,57,1,9,0.8667,0.4706,0.9828,0.6154,0.9067
Dataset_1,Right,PointNet,453,17,43,5,10,0.8,0.6296,0.8958,0.6939,0.8804
Dataset_1,Right,PointNet,454,14,48,4,9,0.8267,0.6087,0.9231,0.6829,0.8161
Dataset_1,Right,PointNet,455,13,49,5,8,0.8267,0.619,0.9074,0.6667,0.8148
Dataset_1,Right,PointNet,456,9,58,0,8,0.8933,0.5294,1.0,0.6923,0.8661
Dataset_1,Right,PointNet,457,15,46,0,14,0.8133,0.5172,1.0,0.6818,0.9745
Dataset_1,Right,PointNet,458,14,52,1,8,0.88,0.6364,0.9811,0.7568,0.8997
Dataset_1,Right,PointNet,459,17,52,1,5,0.92,0.7727,0.9811,0.85,0.9494
Dataset_1,Right,PointNet,460,10,55,1,9,0.8667,0.5263,0.9821,0.6667,0.8694
Dataset_1,Right,PointNet,461,11,54,2,8,0.8667,0.5789,0.9643,0.6875,0.8656
Dataset_1,Right,PointNet,462,15,53,0,7,0.9067,0.6818,1.0,0.8108,0.8448
Dataset_1,Right,PointNet,463,13,52,1,9,0.8667,0.5909,0.9811,0.7222,0.7882
Dataset_1,Right,PointNet,464,6,61,2,6,0.8933,0.5,0.9683,0.6,0.869
Dataset_1,Right,PointNet,465,8,51,3,13,0.7867,0.381,0.9444,0.5,0.7531
Dataset_1,Right,PointNet,466,12,50,4,9,0.8267,0.5714,0.9259,0.6486,0.7945
Dataset_1,Right,PointNet,467,9,58,1,7,0.8933,0.5625,0.9831,0.6923,0.8972
Dataset_1,Right,PointNet,468,7,55,1,12,0.8267,0.3684,0.9821,0.5185,0.813
Dataset_1,Right,PointNet,469,9,56,1,9,0.8667,0.5,0.9825,0.6429,0.8879
Dataset_1,Right,PointNet,470,11,55,1,8,0.88,0.5789,0.9821,0.7097,0.8994
Dataset_1,Right,PointNet,471,10,54,3,8,0.8533,0.5556,0.9474,0.6452,0.8314
Dataset_1,Right,PointNet,472,13,52,2,8,0.8667,0.619,0.963,0.7222,0.8571
Dataset_1,Right,PointNet,473,15,44,4,12,0.7867,0.5556,0.9167,0.6522,0.8094
Dataset_1,Right,PointNet,474,9,57,1,8,0.88,0.5294,0.9828,0.6667,0.8093
Dataset_1,Right,PointNet,475,16,51,1,7,0.8933,0.6957,0.9808,0.8,0.8813
